fecha,estado,municipio,parroquia,sector,nombres_completos,cedula,genero,fecha_nacimiento,direccion,correo,telefono,institucion,grado,turno,tipo_institucion,num_personas,num_hermanos,fuente_ingreso,trabaja,dificultades,apoyos,banco,tipo_cuenta,numero_cuenta,servicio_comunitario,horarios,ubicacion_universidad,edad,edad_categorica
2026-08-11,Zulia,ROSARIO DE PERIJA,EL ROSARIO,El progreso,Jose Valentina Gonzalez Ramirez,31963554,F,2004-08-04,"Calle 20, El progreso, casa 45",jose.gonzalez70@example.com,0426-6417162,U.E. Colegio San Jose,5to ano,NOCTURNO,PRIVADA,4,3,INFORMAL,No Trabaja,"tecnologia, alimentacion, hospedaje",alimentacion_apoyo,Banco Mercantil,Corriente,1050000130278330074,Acepto,Viernes,La Villa Del Rosario,22,Mayor de edad
2026-08-05,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,La Marina,Carlos Diego Torres Lopez,31280297,F,2003-02-08,"Calle 3, La Marina, casa 82",carlos.torres15@example.com,0416-1509120,U.E. Colegio Santa Rita,5to ano,NOCTURNO,PRIVADA,7,3,FORMAL,Trabaja,"alimentacion, transporte, tecnologia","transporte_apoyo, alimentacion_apoyo, material_escolar",Banco Mercantil,Corriente,1050000693995960437,No acepto,,Maracaibo,23,Mayor de edad
2026-08-21,Zulia,ROSARIO DE PERIJA,EL ROSARIO,Las Colinas,Diego Isabel Rios Castillo,30412989,M,2009-10-07,"Calle 18, Las Colinas, casa 33",diego.rios55@example.com,0414-3352071,URBE,1er semestre,VESPERTINO,PRIVADA,4,2,INFORMAL,No Trabaja,alimentacion,material_escolar,Banco de Venezuela,Ahorro,1020000591806513052,Acepto,Martes y jueves,Maracaibo,16,Menor de edad
2026-08-06,Zulia,ROSARIO DE PERIJA,EL ROSARIO,Las Colinas,Pedro Marta Gonzalez Flores,28036820,M,2003-08-26,"Calle 9, Las Colinas, casa 54",pedro.gonzalez78@example.com,0412-4299546,LUZ,7mo semestre,VESPERTINO,PUBLICA,2,5,INFORMAL,Trabaja,alimentacion,"ayuda_economica, beca",BBVA Provincial,Corriente,1080000947080045285,No acepto,,La Villa Del Rosario,23,Mayor de edad
2026-08-16,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,Las Colinas,Fernando Valentina Flores Mendoza,28552195,M,2010-01-17,"Calle 4, Las Colinas, casa 79",fernando.flores24@example.com,0412-5683399,U.E. Colegio San Jose,4to ano,DIURNO,PRIVADA,4,5,INFORMAL,Trabaja,hospedaje,ayuda_economica,Banesco,Corriente,1340000726215969620,No acepto,,Maracaibo,16,Menor de edad
2026-08-29,Zulia,ROSARIO DE PERIJA,SIXTO ZAMBRANO,Las Colinas,Diego Luis Rodriguez Benitez,27159865,F,2006-02-10,"Calle 13, Las Colinas, casa 44",diego.rodriguez72@example.com,0414-5528140,URBE,4to semestre,DIURNO,PRIVADA,4,2,NINGUNO,Trabaja,matricula,transporte_apoyo,Banco Bicentenario,Ahorro,1750000497434436371,No acepto,,Maracaibo,20,Mayor de edad
2026-08-23,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,El progreso,Camila Jorge Romero Martinez,29959993,F,2008-07-01,"Calle 9, El progreso, casa 21",camila.romero29@example.com,0424-4532430,URBE,2do semestre,DIURNO,PRIVADA,2,2,FORMAL,Trabaja,"alimentacion, transporte, utiles","ayuda_economica, beca",BBVA Provincial,Corriente,1080000985881006634,Acepto,Martes y jueves,Maracaibo,18,Mayor de edad
2026-08-03,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,Corito,Ana Sofia Diaz Gonzalez,26661167,M,2006-03-08,"Calle 15, Corito, casa 24",ana.diaz63@example.com,0426-3440172,LUZ,3er semestre,NOCTURNO,PUBLICA,4,0,INFORMAL,Trabaja,"matricula, tecnologia, hospedaje","alimentacion_apoyo, beca",Banco de Venezuela,Ahorro,1020000278158265473,Acepto,Sabados en la manana,La Villa Del Rosario,20,Mayor de edad
2026-08-16,Zulia,ROSARIO DE PERIJA,SIXTO ZAMBRANO,San Miguel,Ana Andres Perez Fernandez,29572774,M,2004-12-31,"Calle 16, San Miguel, casa 42",ana.perez78@example.com,0424-3661689,Instituto Universitario de Tecnologia,1er semestre,NOCTURNO,PUBLICA,5,0,INFORMAL,Trabaja,alimentacion,"beca, ayuda_economica, alimentacion_apoyo",Banco del Tesoro,Ahorro,1630000178290456552,Acepto,Martes y jueves,Maracaibo,21,Mayor de edad
2026-08-17,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,El Recreo,Camila Diego Fernandez Martinez,31051812,M,2004-12-19,"Calle 1, El Recreo, casa 63",camila.fernandez97@example.com,0426-3738342,Instituto Universitario de Tecnologia,2do semestre,DIURNO,PUBLICA,6,5,NINGUNO,Trabaja,"alimentacion, matricula, hospedaje","transporte_apoyo, empleo, alimentacion_apoyo",Banco Occidental de Descuento,Ahorro,1160000636810459562,Acepto,Lunes y miercoles,Maracaibo,21,Mayor de edad
2026-08-28,Zulia,ROSARIO DE PERIJA,EL ROSARIO,La Esperanza,Gabriel Jesus Torres Martinez,29784412,M,2006-06-07,"Calle 13, La Esperanza, casa 94",gabriel.torres54@example.com,0426-4534717,U.E. Nuestra Senora del Carmen,5to ano,VESPERTINO,PUBLICA,7,2,NINGUNO,Trabaja,"tecnologia, utiles",alimentacion_apoyo,Banco Mercantil,Ahorro,1050000325571129551,Acepto,Viernes,Maracaibo,20,Mayor de edad
2026-08-22,Zulia,ROSARIO DE PERIJA,SIXTO ZAMBRANO,El Recreo,Elena Maria Flores Suarez,30429226,M,2009-07-15,"Calle 19, El Recreo, casa 36",elena.flores72@example.com,0416-2279979,U.E. Colegio Santa Rita,5to ano,VESPERTINO,PRIVADA,6,2,NINGUNO,Trabaja,"tecnologia, utiles",empleo,Banco del Tesoro,Ahorro,1630000270096343174,No acepto,,Maracaibo,17,Menor de edad
2026-08-21,Zulia,ROSARIO DE PERIJA,EL ROSARIO,La Esperanza,Luis Andres Benitez Ruiz,31668802,M,2003-01-19,"Calle 1, La Esperanza, casa 6",luis.benitez29@example.com,0412-2846075,U.E. Nuestra Senora del Carmen,5to ano,DIURNO,PUBLICA,5,5,FORMAL,No Trabaja,hospedaje,"beca, material_escolar, empleo",Banesco,Ahorro,1340000374146887999,No acepto,,Maracaibo,23,Mayor de edad
2026-08-18,Zulia,ROSARIO DE PERIJA,EL ROSARIO,Corito,Jorge Daniela Vargas Gomez,26697058,M,2009-02-02,"Calle 17, Corito, casa 59",jorge.vargas24@example.com,0424-6526688,U.E. Colegio San Jose,5to ano,VESPERTINO,PRIVADA,8,5,FORMAL,Trabaja,"utiles, transporte, alimentacion",beca,BBVA Provincial,Ahorro,1080000824325580803,No acepto,,La Villa Del Rosario,17,Menor de edad
2026-08-15,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,El Carmen,Carlos Camila Ramirez Benitez,25528549,M,2007-01-07,"Calle 10, El Carmen, casa 19",carlos.ramirez87@example.com,0412-8780392,U.E. Colegio San Jose,4to ano,DIURNO,PRIVADA,3,1,NINGUNO,Trabaja,hospedaje,transporte_apoyo,Banco Occidental de Descuento,Ahorro,1160000440297497197,No acepto,,La Villa Del Rosario,19,Mayor de edad
2026-08-06,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,La Esperanza,Carlos Andres Rios Ortiz,28117761,M,2008-08-26,"Calle 16, La Esperanza, casa 87",carlos.rios76@example.com,0426-7094226,URBE,4to semestre,VESPERTINO,PRIVADA,6,1,INFORMAL,No Trabaja,tecnologia,empleo,Banco Mercantil,Ahorro,1050000909688466493,Acepto,Viernes,Maracaibo,18,Mayor de edad
2026-08-23,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,Las Palmeras,Maria Jesus Ortiz Perez,29807142,M,2003-08-08,"Calle 15, Las Palmeras, casa 17",maria.ortiz83@example.com,0426-9357831,Instituto Universitario de Tecnologia,1er semestre,NOCTURNO,PUBLICA,2,0,FORMAL,No Trabaja,"hospedaje, transporte, matricula","beca, ayuda_economica, material_escolar",Banco Bicentenario,Ahorro,1750000381996069252,Acepto,Viernes,La Villa Del Rosario,23,Mayor de edad
2026-08-05,Zulia,ROSARIO DE PERIJA,EL ROSARIO,La Esperanza,Luis Jose Diaz Vargas,27177255,M,2007-06-07,"Calle 14, La Esperanza, casa 35",luis.diaz64@example.com,0416-4351227,U.E. Nuestra Senora del Carmen,4to ano,VESPERTINO,PUBLICA,4,0,FORMAL,No Trabaja,"utiles, tecnologia",empleo,Banco de Venezuela,Corriente,1020000131387667026,No acepto,,Maracaibo,19,Mayor de edad
2026-08-25,Zulia,ROSARIO DE PERIJA,SIXTO ZAMBRANO,Las Palmeras,Gabriel Elena Suarez Perez,30502155,F,2010-06-29,"Calle 12, Las Palmeras, casa 7",gabriel.suarez17@example.com,0424-7684436,U.E. Colegio San Jose,4to ano,NOCTURNO,PRIVADA,3,5,INFORMAL,Trabaja,"hospedaje, alimentacion, matricula","material_escolar, transporte_apoyo",Banco de Venezuela,Corriente,1020000342367281362,Acepto,Sabados en la manana,Maracaibo,16,Menor de edad
2026-08-17,Zulia,ROSARIO DE PERIJA,EL ROSARIO,San Miguel,Marta Elena Torres Gonzalez,31312572,M,2003-09-07,"Calle 20, San Miguel, casa 59",marta.torres69@example.com,0414-8367638,URBE,3er semestre,NOCTURNO,PRIVADA,8,1,INFORMAL,Trabaja,"tecnologia, transporte","material_escolar, ayuda_economica",Banco Mercantil,Ahorro,1050000616078068529,No acepto,,Maracaibo,22,Mayor de edad
2026-08-02,Zulia,ROSARIO DE PERIJA,EL ROSARIO,Villa del Rosario,Diego Andres Rodriguez Martinez,31474695,M,2010-08-08,"Calle 9, Villa del Rosario, casa 71",diego.rodriguez74@example.com,0426-6142691,U.E. Colegio Santa Rita,5to ano,NOCTURNO,PRIVADA,5,3,NINGUNO,No Trabaja,"utiles, transporte, hospedaje","material_escolar, transporte_apoyo",Banco Mercantil,Corriente,1050000659702355170,Acepto,Viernes,Maracaibo,16,Menor de edad
2026-08-04,Zulia,ROSARIO DE PERIJA,EL ROSARIO,Las Palmeras,Andres Jorge Fernandez Flores,30482316,M,2008-12-03,"Calle 18, Las Palmeras, casa 72",andres.fernandez88@example.com,0412-5058873,LUZ,5to semestre,NOCTURNO,PUBLICA,6,2,NINGUNO,No Trabaja,"hospedaje, matricula, transporte","ayuda_economica, empleo",Banco de Venezuela,Corriente,1020000755801256615,Acepto,Lunes y miercoles,Maracaibo,17,Menor de edad
2026-08-07,Zulia,ROSARIO DE PERIJA,SIXTO ZAMBRANO,San Miguel,Fernando Maria Flores Gonzalez,25856955,F,2009-04-10,"Calle 14, San Miguel, casa 11",fernando.flores95@example.com,0416-8335002,LUZ,7mo semestre,NOCTURNO,PUBLICA,7,1,FORMAL,No Trabaja,transporte,ayuda_economica,Banco del Tesoro,Ahorro,1630000410081756987,No acepto,,Maracaibo,17,Menor de edad
2026-08-16,Zulia,ROSARIO DE PERIJA,EL ROSARIO,Villa del Rosario,Valentina Jose Gonzalez Perez,25333677,F,2004-05-21,"Calle 19, Villa del Rosario, casa 6",valentina.gonzalez9@example.com,0414-7946914,Instituto Universitario de Tecnologia,4to semestre,VESPERTINO,PUBLICA,7,5,INFORMAL,No Trabaja,"alimentacion, hospedaje","material_escolar, alimentacion_apoyo, transporte_apoyo",Banco Mercantil,Ahorro,1050000163754766138,No acepto,,Maracaibo,22,Mayor de edad
2026-08-30,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,La Marina,Luis Valentina Gonzalez Romero,26926584,F,2009-01-21,"Calle 7, La Marina, casa 31",luis.gonzalez45@example.com,0424-7682583,Instituto Universitario de Tecnologia,2do semestre,NOCTURNO,PUBLICA,7,1,NINGUNO,No Trabaja,alimentacion,"transporte_apoyo, beca, empleo",Banco Occidental de Descuento,Corriente,1160000799082108269,Acepto,Sabados en la manana,Maracaibo,17,Menor de edad
2026-08-16,Zulia,ROSARIO DE PERIJA,EL ROSARIO,Las Colinas,Jesus Isabel Fernandez Ortiz,31058367,F,2005-02-13,"Calle 5, Las Colinas, casa 82",jesus.fernandez68@example.com,0414-9855135,URBE,1er semestre,NOCTURNO,PRIVADA,4,5,FORMAL,Trabaja,"utiles, tecnologia, matricula",beca,Banco Occidental de Descuento,Corriente,1160000156927809337,Acepto,Lunes y miercoles,Maracaibo,21,Mayor de edad
2026-08-01,Zulia,ROSARIO DE PERIJA,EL ROSARIO,Centro,Ana Valentina Suarez Mendoza,28690844,F,2003-11-26,"Calle 19, Centro, casa 92",ana.suarez54@example.com,0414-2892061,U.E. Colegio Santa Rita,5to ano,VESPERTINO,PRIVADA,8,2,NINGUNO,No Trabaja,alimentacion,"material_escolar, transporte_apoyo",Banco de Venezuela,Ahorro,1020000293281146263,No acepto,,La Villa Del Rosario,22,Mayor de edad
2026-08-08,Zulia,ROSARIO DE PERIJA,SIXTO ZAMBRANO,La Esperanza,Valentina Jorge Torres Fernandez,27487459,M,2007-07-19,"Calle 19, La Esperanza, casa 95",valentina.torres22@example.com,0426-6616385,URBE,1er semestre,DIURNO,PRIVADA,3,4,FORMAL,No Trabaja,"transporte, matricula, alimentacion","ayuda_economica, material_escolar",Banco Bicentenario,Ahorro,1750000352810069503,No acepto,,Maracaibo,19,Mayor de edad
2026-08-28,Zulia,ROSARIO DE PERIJA,SIXTO ZAMBRANO,Centro,Jose Isabel Ramirez Vargas,31522272,F,2003-11-23,"Calle 18, Centro, casa 32",jose.ramirez2@example.com,0424-7892015,U.E. Colegio Santa Rita,4to ano,NOCTURNO,PRIVADA,7,5,NINGUNO,No Trabaja,"utiles, tecnologia, alimentacion","material_escolar, beca, transporte_apoyo",BBVA Provincial,Corriente,1080000154436546510,Acepto,Martes y jueves,Maracaibo,22,Mayor de edad
2026-08-05,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,El progreso,Jesus Andres Gomez Rios,31753606,F,2006-01-30,"Calle 19, El progreso, casa 68",jesus.gomez29@example.com,0412-6092199,Instituto Universitario de Tecnologia,2do semestre,VESPERTINO,PUBLICA,8,3,NINGUNO,No Trabaja,alimentacion,"ayuda_economica, transporte_apoyo",Banco Nacional de Credito,Corriente,1910000618502585749,No acepto,,Maracaibo,20,Mayor de edad
2026-08-14,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,Las Colinas,Jorge Maria Benitez Suarez,31606732,M,2006-08-12,"Calle 6, Las Colinas, casa 55",jorge.benitez70@example.com,0416-9782379,U.E. Nuestra Senora del Carmen,4to ano,VESPERTINO,PUBLICA,6,0,INFORMAL,No Trabaja,hospedaje,empleo,Banesco,Ahorro,1340000648474514021,No acepto,,Maracaibo,20,Mayor de edad
2026-08-06,Zulia,ROSARIO DE PERIJA,EL ROSARIO,El Carmen,Maria Lucia Diaz Lopez,28379976,M,2007-05-07,"Calle 12, El Carmen, casa 12",maria.diaz6@example.com,0414-7971955,URBE,1er semestre,VESPERTINO,PRIVADA,2,2,FORMAL,Trabaja,"tecnologia, utiles","ayuda_economica, alimentacion_apoyo",Banco del Tesoro,Corriente,1630000446295635889,Acepto,Sabados en la manana,La Villa Del Rosario,19,Mayor de edad
2026-08-28,Zulia,ROSARIO DE PERIJA,SIXTO ZAMBRANO,El progreso,Isabel Daniela Flores Vargas,30195494,F,2005-10-12,"Calle 9, El progreso, casa 90",isabel.flores60@example.com,0414-9985356,U.E. Dr. Rafael Urdaneta,5to ano,NOCTURNO,PUBLICA,7,5,INFORMAL,Trabaja,"matricula, hospedaje, tecnologia",empleo,Banco Occidental de Descuento,Corriente,1160000292797310146,Acepto,Sabados en la manana,Maracaibo,20,Mayor de edad
2026-08-24,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,La Marina,Valentina Ana Mendoza Rodriguez,28849655,F,2010-04-02,"Calle 15, La Marina, casa 63",valentina.mendoza84@example.com,0424-3924380,URBE,3er semestre,NOCTURNO,PRIVADA,4,0,NINGUNO,Trabaja,utiles,"beca, material_escolar, ayuda_economica",Banesco,Corriente,1340000103379775872,Acepto,Lunes y miercoles,Maracaibo,16,Menor de edad
2026-08-15,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,La Paz,Carlos Jose Flores Suarez,26640613,M,2007-05-21,"Calle 2, La Paz, casa 57",carlos.flores70@example.com,0416-5094238,Instituto Universitario de Tecnologia,2do semestre,NOCTURNO,PUBLICA,3,1,NINGUNO,No Trabaja,tecnologia,"transporte_apoyo, material_escolar, empleo",Banco Bicentenario,Ahorro,1750000495335831858,No acepto,,Maracaibo,19,Mayor de edad
2026-08-10,Zulia,ROSARIO DE PERIJA,SIXTO ZAMBRANO,San Miguel,Valentina Ana Rios Rodriguez,27013630,M,2006-08-21,"Calle 19, San Miguel, casa 14",valentina.rios96@example.com,0412-3206827,URBE,2do semestre,NOCTURNO,PRIVADA,8,1,NINGUNO,No Trabaja,alimentacion,"beca, empleo",Banesco,Corriente,1340000798685370986,Acepto,Martes y jueves,Maracaibo,20,Mayor de edad
2026-08-18,Zulia,ROSARIO DE PERIJA,EL ROSARIO,La Marina,Ana Camila Gonzalez Rodriguez,29287612,F,2005-03-02,"Calle 2, La Marina, casa 54",ana.gonzalez62@example.com,0412-7382844,LUZ,3er semestre,NOCTURNO,PUBLICA,2,2,INFORMAL,No Trabaja,"hospedaje, alimentacion","material_escolar, beca",BBVA Provincial,Ahorro,1080000254273330632,No acepto,,Maracaibo,21,Mayor de edad
2026-08-13,Zulia,ROSARIO DE PERIJA,SIXTO ZAMBRANO,La Marina,Luis Jesus Mendoza Benitez,30501326,F,2008-01-09,"Calle 14, La Marina, casa 49",luis.mendoza91@example.com,0412-2249329,U.E. Colegio San Jose,4to ano,VESPERTINO,PRIVADA,5,0,NINGUNO,No Trabaja,hospedaje,"beca, ayuda_economica",Banco Occidental de Descuento,Ahorro,1160000220358501447,No acepto,,Maracaibo,18,Mayor de edad
2026-08-09,Zulia,ROSARIO DE PERIJA,SIXTO ZAMBRANO,El progreso,Jorge Daniela Diaz Gonzalez,25730999,F,2007-08-19,"Calle 12, El progreso, casa 7",jorge.diaz64@example.com,0426-3103589,U.E. Nuestra Senora del Carmen,4to ano,VESPERTINO,PUBLICA,7,0,INFORMAL,No Trabaja,transporte,"alimentacion_apoyo, beca",Banco Bicentenario,Corriente,1750000114288610023,No acepto,,Maracaibo,19,Mayor de edad
2026-08-28,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,Las Palmeras,Ana Sofia Ramirez Lopez,29190287,M,2006-04-27,"Calle 6, Las Palmeras, casa 75",ana.ramirez19@example.com,0414-6870834,LUZ,5to semestre,VESPERTINO,PUBLICA,3,1,FORMAL,Trabaja,"transporte, utiles, matricula","transporte_apoyo, ayuda_economica, alimentacion_apoyo",Banco Mercantil,Ahorro,1050000718399939384,Acepto,Viernes,Maracaibo,20,Mayor de edad
2026-08-22,Zulia,ROSARIO DE PERIJA,EL ROSARIO,Centro,Pedro Andres Flores Rodriguez,29230551,M,2009-07-08,"Calle 8, Centro, casa 52",pedro.flores75@example.com,0412-7905421,U.E. Colegio San Jose,5to ano,NOCTURNO,PRIVADA,7,1,NINGUNO,No Trabaja,"hospedaje, tecnologia, transporte","empleo, ayuda_economica, beca",Banco Mercantil,Corriente,1050000330965436762,No acepto,,Maracaibo,17,Menor de edad
2026-08-24,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,La Paz,Marta Camila Rios Ramirez,26144110,F,2008-04-19,"Calle 2, La Paz, casa 27",marta.rios91@example.com,0414-6335479,U.E. Colegio Santa Rita,4to ano,NOCTURNO,PRIVADA,7,0,INFORMAL,Trabaja,hospedaje,"transporte_apoyo, beca, ayuda_economica",Banco Occidental de Descuento,Corriente,1160000586553171431,No acepto,,La Villa Del Rosario,18,Mayor de edad
2026-08-26,Zulia,ROSARIO DE PERIJA,DONALDO GARCÍA,San Jose,Diego Maria Fernandez Rios,31629809,F,2006-06-01,"Calle 3, San Jose, casa 63",diego.fernandez31@example.com,0412-9090251,U.E. Nuestra Senora del Carmen,5to ano,DIURNO,PUBLICA,7,4,FORMAL,No Trabaja,"tecnologia, alimentacion, transporte","transporte_apoyo, ayuda_economica, empleo",Banco Bicentenario,Ahorro,1750000214830614138,No acepto,,La Villa Del Rosario,20,Mayor de edad
